referrer,views_total,views_unique
python.org,234,44
github.com,125,27
Google,58,12
en.wikipedia.org,29,18
discuss.python.org,15,2
ithelp.ithome.com.tw,14,1
Bing,13,3
Baidu,7,1
damn99.com,5,5
cn.bing.com,5,2
