time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-11 00:00:00+00:00,63,19,74,13
2023-08-12 00:00:00+00:00,16,9,42,9
2023-08-13 00:00:00+00:00,6,5,39,14
2023-08-14 00:00:00+00:00,51,20,137,20
2023-08-15 00:00:00+00:00,50,15,111,19
2023-08-16 00:00:00+00:00,37,16,164,32
2023-08-17 00:00:00+00:00,47,21,62,18
2023-08-18 00:00:00+00:00,62,31,67,14
2023-08-19 00:00:00+00:00,16,11,18,10
2023-08-20 00:00:00+00:00,21,18,25,9
2023-08-21 00:00:00+00:00,42,28,95,22
2023-08-22 00:00:00+00:00,51,26,126,25
2023-08-23 00:00:00+00:00,76,33,92,14
2023-08-24 00:00:00+00:00,62,33,143,26
