referrer,views_total,views_unique
Google,130,23
python.org,128,47
github.com,102,23
en.wikipedia.org,24,20
s1monsays.com,24,4
Bing,18,3
en.m.wikipedia.org,9,5
DuckDuckGo,8,2
chatgpt.com,7,4
cn.bing.com,6,3
