referrer,views_total,views_unique
Google,271,16
python.org,168,38
en.wikipedia.org,115,33
github.com,103,22
en.m.wikipedia.org,80,13
cn.bing.com,58,4
Baidu,54,1
jira.cpg.dell.com,36,1
DuckDuckGo,24,1
discuss.python.org,19,2
