referrer,views_total,views_unique
python.org,209,43
github.com,79,23
Google,64,24
en.wikipedia.org,32,19
chipsec.github.io,15,6
en.m.wikipedia.org,12,10
discuss.python.org,10,2
Bing,9,3
wiki.ith.intel.com,9,1
ithelp.ithome.com.tw,6,1
