referrer,views_total,views_unique
python.org,131,44
Google,89,23
github.com,55,16
en.wikipedia.org,43,21
chipsec.github.io,39,6
discuss.python.org,39,4
en.m.wikipedia.org,16,10
presearch.com,12,1
cn.bing.com,10,3
damn99.com,9,3
