referrer,views_total,views_unique
python.org,116,47
Google,109,28
github.com,55,20
en.wikipedia.org,50,18
cn.bing.com,12,5
uefi.org,12,1
en.m.wikipedia.org,9,7
chipsec.github.io,7,5
tianocore.org,6,1
discuss.python.org,4,2
