referrer,views_total,views_unique
python.org,103,41
Google,94,19
github.com,72,26
Bing,21,4
en.m.wikipedia.org,16,10
chipsec.github.io,15,10
en.wikipedia.org,9,9
s1monsays.com,9,1
cn.bing.com,8,3
wm.bloat.cat,5,1
