referrer,views_total,views_unique
python.org,66,37
Google,62,15
github.com,58,18
Bing,13,8
en.wikipedia.org,11,6
chipsec.github.io,9,4
statics.teams.cdn.office.net,7,5
xiaopeng.feishu.cn,7,2
wiki.ith.intel.com,4,2
DuckDuckGo,4,1
