referrer,views_total,views_unique
Google,203,17
python.org,198,36
en.wikipedia.org,89,21
statics.teams.cdn.office.net,40,1
github.com,37,12
en.m.wikipedia.org,25,13
tianocore.org,23,1
discuss.python.org,18,3
lab-z.com,15,4
Bing,14,1
