url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,260,103
/tianocore/edk2-libc,127,82
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,103,24
/tianocore/edk2-libc/tree/master/AppPkg,86,21
/tianocore/edk2-libc/tree/master/AppPkg/Applications,75,20
/tianocore/edk2-libc/tree/master/StdLib,68,15
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8/PyMod-3.6.8,38,6
/tianocore/edk2-libc/tree/master/StdLib/LibC,31,5
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Sockets,26,3
/tianocore/edk2-libc/tree/master,23,16
