referrer,views_total,views_unique
python.org,266,56
Google,142,28
github.com,108,18
en.wikipedia.org,82,33
chipsec.github.io,63,5
statics.teams.cdn.office.net,34,4
en.m.wikipedia.org,32,14
lab-z.com,19,2
wiki.ith.intel.com,19,2
discuss.python.org,18,2
