referrer,views_total,views_unique
Google,122,23
python.org,79,42
DuckDuckGo,39,5
github.com,35,15
Bing,27,9
en.wikipedia.org,5,2
statics.teams.cdn.office.net,4,3
lab-z.com,4,1
linkedin.com,3,2
blog.csdn.net,3,1
