referrer,views_total,views_unique
python.org,124,51
github.com,83,33
Google,64,23
en.wikipedia.org,35,20
cn.bing.com,23,5
damn99.com,20,8
chipsec.github.io,19,6
en.m.wikipedia.org,12,10
ithelp.ithome.com.tw,8,3
DuckDuckGo,7,2
