time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-04 00:00:00+00:00,110,66,65,22
2025-07-05 00:00:00+00:00,56,37,10,7
2025-07-06 00:00:00+00:00,37,33,4,3
2025-07-07 00:00:00+00:00,96,70,34,21
2025-07-08 00:00:00+00:00,100,74,34,22
2025-07-09 00:00:00+00:00,96,56,73,16
2025-07-10 00:00:00+00:00,72,54,30,15
2025-07-11 00:00:00+00:00,100,69,51,25
2025-07-12 00:00:00+00:00,41,39,7,7
2025-07-13 00:00:00+00:00,43,34,12,9
2025-07-14 00:00:00+00:00,124,78,28,16
2025-07-15 00:00:00+00:00,103,59,35,14
2025-07-16 00:00:00+00:00,119,57,60,17
2025-07-17 00:00:00+00:00,126,65,35,13
