referrer,views_total,views_unique
Google,266,23
python.org,149,49
cn.bing.com,64,3
uefi.org,62,2
en.wikipedia.org,60,23
yandex.ru,50,5
github.com,46,11
Bing,34,4
edk2.groups.io,12,1
chipsec.github.io,9,4
