time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-06 00:00:00+00:00,20,11,122,21
2024-09-07 00:00:00+00:00,11,11,38,18
2024-09-08 00:00:00+00:00,3,3,111,8
2024-09-09 00:00:00+00:00,25,15,110,24
2024-09-10 00:00:00+00:00,16,12,58,28
2024-09-11 00:00:00+00:00,25,15,94,28
2024-09-12 00:00:00+00:00,18,10,82,20
2024-09-13 00:00:00+00:00,13,7,115,29
2024-09-14 00:00:00+00:00,7,5,69,19
2024-09-15 00:00:00+00:00,5,4,56,11
2024-09-16 00:00:00+00:00,26,12,149,20
2024-09-17 00:00:00+00:00,17,8,112,18
2024-09-18 00:00:00+00:00,14,8,37,18
2024-09-19 00:00:00+00:00,27,15,73,18
