referrer,views_total,views_unique
Google,280,25
python.org,175,55
github.com,114,42
Bing,19,4
discuss.python.org,11,3
km.xpaas.lenovo.com,11,1
chipsec.github.io,10,4
wiki.osdev.org,5,1
DuckDuckGo,4,1
t.co,3,3
