time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-20 00:00:00+00:00,120,102,11,8
2025-09-21 00:00:00+00:00,107,89,30,9
2025-09-22 00:00:00+00:00,184,159,38,12
2025-09-23 00:00:00+00:00,176,144,37,15
2025-09-24 00:00:00+00:00,261,188,30,9
2025-09-25 00:00:00+00:00,187,131,66,20
2025-09-26 00:00:00+00:00,298,267,33,12
2025-09-27 00:00:00+00:00,118,108,41,7
2025-09-28 00:00:00+00:00,139,106,10,5
2025-09-29 00:00:00+00:00,265,241,46,13
2025-09-30 00:00:00+00:00,484,417,25,11
2025-10-01 00:00:00+00:00,227,159,13,10
2025-10-02 00:00:00+00:00,127,101,19,13
2025-10-03 00:00:00+00:00,53,30,26,10
