referrer,views_total,views_unique
Google,197,18
python.org,190,41
en.wikipedia.org,121,29
github.com,86,19
cn.bing.com,69,6
en.m.wikipedia.org,55,8
Baidu,55,2
Bing,31,4
discuss.python.org,8,2
link.csdn.net,4,2
