time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-21 00:00:00+00:00,34,34,20,8
2024-04-22 00:00:00+00:00,151,119,36,15
2024-04-23 00:00:00+00:00,134,96,91,18
2024-04-24 00:00:00+00:00,125,88,108,16
2024-04-25 00:00:00+00:00,88,53,90,17
2024-04-26 00:00:00+00:00,80,53,102,15
2024-04-27 00:00:00+00:00,46,41,29,11
2024-04-28 00:00:00+00:00,41,38,28,9
2024-04-29 00:00:00+00:00,84,50,163,25
2024-04-30 00:00:00+00:00,81,47,229,18
2024-05-01 00:00:00+00:00,59,52,64,13
2024-05-02 00:00:00+00:00,87,55,120,15
2024-05-03 00:00:00+00:00,149,88,180,19
2024-05-04 00:00:00+00:00,49,43,29,11
