time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-19 00:00:00+00:00,405,359,18,10
2026-01-20 00:00:00+00:00,134,116,40,19
2026-01-21 00:00:00+00:00,280,234,70,10
2026-01-22 00:00:00+00:00,166,134,26,18
2026-01-23 00:00:00+00:00,217,185,24,10
2026-01-24 00:00:00+00:00,119,101,32,13
2026-01-25 00:00:00+00:00,102,95,32,18
2026-01-26 00:00:00+00:00,129,125,31,17
2026-01-27 00:00:00+00:00,127,106,45,13
2026-01-28 00:00:00+00:00,248,187,95,18
2026-01-29 00:00:00+00:00,301,164,45,19
2026-01-30 00:00:00+00:00,574,475,44,20
2026-01-31 00:00:00+00:00,155,145,13,11
2026-02-01 00:00:00+00:00,128,109,8,8
