url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,213,87
/tianocore/edk2-libc,106,70
/tianocore/edk2-libc/tree/master/StdLib,87,22
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,82,22
/tianocore/edk2-libc/tree/master/AppPkg/Applications,81,20
/tianocore/edk2-libc/tree/master/AppPkg,70,21
/tianocore/edk2-libc/tree/master/StdLib/LibC,31,10
/tianocore/edk2-libc/tree/master,28,14
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8/PyMod-3.6.8,17,6
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Sockets,15,4
