referrer,views_total,views_unique
Google,96,22
github.com,91,22
python.org,84,48
tianocore.org,33,1
Bing,31,9
en.wikipedia.org,20,13
cn.bing.com,15,3
discuss.python.org,12,4
en.m.wikipedia.org,8,7
chipsec.github.io,6,5
