time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-29 00:00:00+00:00,271,37,14,6
2025-06-30 00:00:00+00:00,100,70,89,15
2025-07-01 00:00:00+00:00,79,59,76,24
2025-07-02 00:00:00+00:00,77,47,50,21
2025-07-03 00:00:00+00:00,113,58,112,28
2025-07-04 00:00:00+00:00,110,66,65,22
2025-07-05 00:00:00+00:00,56,37,10,7
2025-07-06 00:00:00+00:00,37,33,4,3
2025-07-07 00:00:00+00:00,96,70,34,21
2025-07-08 00:00:00+00:00,100,74,34,22
2025-07-09 00:00:00+00:00,96,56,73,16
2025-07-10 00:00:00+00:00,72,54,30,15
2025-07-11 00:00:00+00:00,100,69,51,25
2025-07-12 00:00:00+00:00,40,38,7,7
