referrer,views_total,views_unique
python.org,93,53
github.com,82,31
Google,68,22
en.wikipedia.org,29,17
damn99.com,25,8
DuckDuckGo,14,1
cn.bing.com,13,5
en.m.wikipedia.org,11,9
Bing,9,7
chipsec.github.io,8,4
