time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-22 00:00:00+00:00,84,58,57,18
2023-11-23 00:00:00+00:00,103,73,112,25
2023-11-24 00:00:00+00:00,89,46,76,22
2023-11-25 00:00:00+00:00,49,38,44,14
2023-11-26 00:00:00+00:00,44,34,62,12
2023-11-27 00:00:00+00:00,78,47,91,19
2023-11-28 00:00:00+00:00,84,52,143,25
2023-11-29 00:00:00+00:00,86,49,131,29
2023-11-30 00:00:00+00:00,79,45,134,22
2023-12-01 00:00:00+00:00,166,65,80,18
2023-12-02 00:00:00+00:00,44,36,105,7
2023-12-03 00:00:00+00:00,32,30,76,10
2023-12-04 00:00:00+00:00,70,44,269,17
2023-12-05 00:00:00+00:00,97,50,40,18
