referrer,views_total,views_unique
python.org,187,49
Google,168,15
github.com,96,17
en.wikipedia.org,93,32
en.m.wikipedia.org,29,11
discuss.python.org,19,2
uefi.org,19,1
tianocore.org,12,2
edk2.groups.io,11,3
Bing,9,2
