referrer,views_total,views_unique
Google,112,29
github.com,74,26
python.org,47,30
en.wikipedia.org,41,20
ithelp.ithome.com.tw,27,5
edk2.groups.io,19,4
DuckDuckGo,13,1
cn.bing.com,12,7
Bing,12,4
habr.com,8,1
