referrer,views_total,views_unique
python.org,89,35
Google,72,16
github.com,69,26
Bing,21,4
en.m.wikipedia.org,17,10
chipsec.github.io,14,9
en.wikipedia.org,11,11
cn.bing.com,5,2
portal.3l.ru,5,1
lab-z.com,3,2
