time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-25 00:00:00+00:00,58,22,100,12
2023-08-26 00:00:00+00:00,163,17,38,11
2023-08-27 00:00:00+00:00,11,8,43,11
2023-08-28 00:00:00+00:00,45,24,160,19
2023-08-29 00:00:00+00:00,49,16,112,10
2023-08-30 00:00:00+00:00,48,18,149,15
2023-08-31 00:00:00+00:00,66,22,82,16
2023-09-01 00:00:00+00:00,74,23,450,14
2023-09-02 00:00:00+00:00,22,16,26,12
2023-09-03 00:00:00+00:00,10,8,10,6
2023-09-04 00:00:00+00:00,52,22,90,21
2023-09-05 00:00:00+00:00,93,55,107,24
2023-09-06 00:00:00+00:00,84,34,172,25
2023-09-07 00:00:00+00:00,42,29,128,20
