referrer,views_total,views_unique
python.org,210,50
Google,179,25
github.com,80,28
en.wikipedia.org,51,15
tianocore.org,51,7
tw.search.yahoo.com,45,1
qualcomm-cdmatech-support.lightning.force.com,33,1
cn.bing.com,31,1
en.m.wikipedia.org,29,9
lab-z.com,23,7
