referrer,views_total,views_unique
python.org,319,61
github.com,143,14
Google,118,23
en.wikipedia.org,87,33
chipsec.github.io,43,4
en.m.wikipedia.org,36,16
statics.teams.cdn.office.net,32,3
wiki.ith.intel.com,19,2
lab-z.com,18,1
damn99.com,16,2
