referrer,views_total,views_unique
Google,257,25
python.org,213,48
github.com,59,16
en.wikipedia.org,54,22
jira.cpg.dell.com,41,1
en.m.wikipedia.org,36,7
discuss.python.org,33,4
cn.bing.com,14,5
peps.python.org,14,1
confluence.amd.com,10,1
