referrer,views_total,views_unique
github.com,131,38
Google,51,20
DuckDuckGo,27,1
python.org,25,18
chipsec.github.io,5,4
teams.public.onecdn.static.microsoft,3,2
Bing,2,1
com.linkedin.android,1,1
engage.cloud.microsoft,1,1
jira.devtools.intel.com,1,1
