url_path,views_total,views_unique
/tianocore/edk2-libc,213,122
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,213,81
/tianocore/edk2-libc/tree/master/StdLib,93,18
/tianocore/edk2-libc/tree/master/AppPkg,85,25
/tianocore/edk2-libc/tree/master/AppPkg/Applications,70,17
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,56,10
/tianocore/edk2-libc/tree/master/StdLib/LibC,38,7
/tianocore/edk2-libc/tree/master/StdLibPrivateInternalFiles,23,8
/tianocore/edk2-libc/tree/master,20,13
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8/PyMod-3.6.8,17,4
