referrer,views_total,views_unique
Google,97,22
python.org,81,30
chipsec.github.io,43,6
github.com,42,12
Bing,18,8
DuckDuckGo,5,3
blog.csdn.net,3,1
discuss.python.org,3,1
en.wikipedia.org,2,2
Yahoo,2,1
