referrer,views_total,views_unique
github.com,148,13
python.org,139,45
Google,138,19
xiaomi.f.mioffice.cn,107,1
en.wikipedia.org,56,23
chipsec.github.io,28,3
en.m.wikipedia.org,27,9
discuss.python.org,19,2
Bing,4,1
tianocore.org,3,2
