referrer,views_total,views_unique
python.org,88,29
github.com,61,24
Google,40,13
en.wikipedia.org,7,1
chipsec.github.io,3,2
Bing,2,1
lab-z.com,2,1
edk2.groups.io,1,1
km.xpaas.lenovo.com,1,1
link.csdn.net,1,1
