referrer,views_total,views_unique
Google,481,36
python.org,182,44
en.wikipedia.org,114,30
github.com,27,15
en.m.wikipedia.org,24,10
damn99.com,24,1
edk2.groups.io,22,1
Bing,13,4
docs.cirrus.com,11,1
discuss.python.org,8,3
