url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,234,93
/tianocore/edk2-libc,180,94
/tianocore/edk2-libc/tree/master/AppPkg,137,27
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,110,26
/tianocore/edk2-libc/tree/master/AppPkg/Applications,102,20
/tianocore/edk2-libc/tree/master/StdLib,87,18
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Sockets,51,6
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Sockets/TftpServer/TftpServer.c,36,3
/tianocore/edk2-libc/tree/master,26,18
/tianocore/edk2-libc/tree/master/StdLib/LibC,26,5
