referrer,views_total,views_unique
python.org,229,51
Google,167,26
github.com,134,29
en.wikipedia.org,64,19
tianocore.org,46,5
tw.search.yahoo.com,45,1
qualcomm-cdmatech-support.lightning.force.com,33,1
en.m.wikipedia.org,31,10
cn.bing.com,31,1
lab-z.com,23,7
