url_path,views_total,views_unique
/tianocore/edk2-libc,100,64
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,84,59
/tianocore/edk2-libc/tree/master/StdLib,22,10
/tianocore/edk2-libc/tree/master,21,13
/tianocore/edk2-libc/tree/master/AppPkg,18,11
/tianocore/edk2-libc/tree/master/AppPkg/Applications,15,10
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,13,9
/tianocore/edk2-libc/tree/master/StdLib/LibC,13,7
/tianocore/edk2-libc/releases/tag/v3.6.8.1,6,5
/tianocore/edk2-libc/tree/master/StdLib/Include,4,3
