referrer,views_total,views_unique
python.org,122,50
Google,91,26
github.com,69,24
en.wikipedia.org,45,14
uefi.org,12,1
cn.bing.com,8,3
en.m.wikipedia.org,7,6
chipsec.github.io,7,5
tianocore.org,6,1
discuss.python.org,4,2
