referrer,views_total,views_unique
github.com,189,20
Google,138,19
python.org,127,36
en.wikipedia.org,97,15
en.m.wikipedia.org,43,13
tianocore.org,40,2
lab-z.com,12,3
python.domainunion.de,11,2
Bing,8,2
blog.csdn.net,8,1
