url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,117,80
/tianocore/edk2-libc,115,79
/tianocore/edk2-libc/tree/master/AppPkg/Applications,42,21
/tianocore/edk2-libc/tree/master/AppPkg,36,20
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,33,19
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,19,14
/tianocore/edk2-libc/tree/master,18,13
/tianocore/edk2-libc/releases,18,9
/tianocore/edk2-libc/releases/tag/v3.6.8.1,18,8
/tianocore/edk2-libc/tree/master/StdLib,16,12
