referrer,views_total,views_unique
github.com,148,49
Google,123,23
python.org,91,46
Bing,41,8
en.wikipedia.org,26,19
discuss.python.org,15,4
edk2.groups.io,12,1
statics.teams.cdn.office.net,11,4
cn.bing.com,8,7
en.m.wikipedia.org,7,7
