url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,227,91
/tianocore/edk2-libc,165,110
/tianocore/edk2-libc/tree/master/AppPkg,95,27
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,90,22
/tianocore/edk2-libc/tree/master/AppPkg/Applications,78,21
/tianocore/edk2-libc/tree/master/StdLib,59,17
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Hello,29,7
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Main/Main.c,24,6
/tianocore/edk2-libc/tree/master,21,18
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Hello/Hello.c,20,7
