url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,261,100
/tianocore/edk2-libc,195,81
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,122,25
/tianocore/edk2-libc/tree/master/AppPkg/Applications,114,23
/tianocore/edk2-libc/tree/master/AppPkg,107,25
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/GCCCompilationBKMs.rst,57,4
/tianocore/edk2-libc/tree/master/StdLib,53,16
/tianocore/edk2-libc/tree/master,41,23
/tianocore/edk2-libc/tree/master/StdLib/LibC,31,6
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Hello,29,8
