time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-23 00:00:00+00:00,45,37,16,7
2023-12-24 00:00:00+00:00,31,31,80,7
2023-12-25 00:00:00+00:00,36,35,57,15
2023-12-26 00:00:00+00:00,43,39,132,16
2023-12-27 00:00:00+00:00,70,45,80,22
2023-12-28 00:00:00+00:00,64,45,86,13
2023-12-29 00:00:00+00:00,50,41,79,17
2023-12-30 00:00:00+00:00,45,38,53,10
2023-12-31 00:00:00+00:00,35,33,29,9
2024-01-01 00:00:00+00:00,38,35,58,9
2024-01-02 00:00:00+00:00,42,39,113,20
2024-01-03 00:00:00+00:00,73,49,57,14
2024-01-04 00:00:00+00:00,56,48,82,12
2024-01-05 00:00:00+00:00,52,45,36,13
