referrer,views_total,views_unique
github.com,108,40
Google,94,20
python.org,75,51
DuckDuckGo,42,4
en.wikipedia.org,30,18
Bing,30,5
chatgpt.com,19,2
en.m.wikipedia.org,11,10
chipsec.github.io,11,7
confluence1.labs.lenovo.com,9,1
