referrer,views_total,views_unique
Google,172,35
github.com,120,31
python.org,85,54
en.wikipedia.org,51,31
edk2.groups.io,26,1
Bing,22,3
DuckDuckGo,22,1
discuss.python.org,16,4
cn.bing.com,15,4
ithelp.ithome.com.tw,13,2
