url_path,views_total,views_unique
/tianocore/edk2-libc,126,78
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,120,96
/tianocore/edk2-libc/releases/tag/v3.6.8.1,52,22
/tianocore/edk2-libc/tree/master/AppPkg,26,17
/tianocore/edk2-libc/tree/master,23,13
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,20,17
/tianocore/edk2-libc/tree/master/AppPkg/Applications,17,14
/tianocore/edk2-libc/tree/master/StdLib,16,13
/tianocore/edk2-libc/releases,8,7
/tianocore/edk2-libc/commits/master,8,2
