url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,237,94
/tianocore/edk2-libc,172,106
/tianocore/edk2-libc/tree/master/StdLib,149,29
/tianocore/edk2-libc/tree/master/AppPkg,80,30
/tianocore/edk2-libc/tree/master/AppPkg/Applications,64,18
/tianocore/edk2-libc/tree/master/StdLib/LibC,61,13
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,56,18
/tianocore/edk2-libc/tree/master,32,22
/tianocore/edk2-libc/tree/master/StdLib/Include,27,6
/tianocore/edk2-libc/blob/master/Readme.md,23,6
