referrer,views_total,views_unique
Google,128,15
python.org,127,37
en.wikipedia.org,102,16
github.com,45,10
tianocore.org,40,2
en.m.wikipedia.org,29,14
Bing,22,3
lab-z.com,20,5
ya.ru,9,1
blog.csdn.net,8,1
