url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,221,92
/tianocore/edk2-libc,148,88
/tianocore/edk2-libc/tree/master/AppPkg/Applications,116,18
/tianocore/edk2-libc/tree/master/AppPkg,79,23
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,78,19
/tianocore/edk2-libc/tree/master/StdLib,34,10
/tianocore/edk2-libc/tree/master,27,16
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,21,7
/tianocore/edk2-libc/tree/master/StdLib/LibC,20,4
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8/Lib,16,1
