url_path,views_total,views_unique
/tianocore/edk2-libc,115,69
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,42,32
/tianocore/edk2-libc/tree/master/AppPkg,29,21
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,24,19
/tianocore/edk2-libc/tree/master,20,12
/tianocore/edk2-libc/tree/master/StdLib,16,12
/tianocore/edk2-libc/issues/94,16,6
/tianocore/edk2-libc/tree/master/AppPkg/Applications,14,14
/tianocore/edk2-libc/releases/tag/v3.6.8.1,12,7
/tianocore/edk2-libc/issues,6,2
