time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-27 00:00:00+00:00,130,44,70,14
2025-05-28 00:00:00+00:00,127,69,77,27
2025-05-29 00:00:00+00:00,86,51,55,23
2025-05-30 00:00:00+00:00,117,49,48,11
2025-05-31 00:00:00+00:00,66,43,2,2
2025-06-01 00:00:00+00:00,35,34,27,12
2025-06-02 00:00:00+00:00,125,58,138,27
2025-06-03 00:00:00+00:00,110,59,236,25
2025-06-04 00:00:00+00:00,157,51,132,31
2025-06-05 00:00:00+00:00,138,98,36,16
2025-06-06 00:00:00+00:00,149,107,65,16
2025-06-07 00:00:00+00:00,38,34,18,13
2025-06-08 00:00:00+00:00,39,31,13,8
2025-06-09 00:00:00+00:00,74,36,55,13
