url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,236,107
/tianocore/edk2-libc,144,88
/tianocore/edk2-libc/tree/master/AppPkg,115,20
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,78,26
/tianocore/edk2-libc/tree/master/AppPkg/Applications,66,12
/tianocore/edk2-libc/tree/master/StdLib,63,15
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Sockets,26,2
/tianocore/edk2-libc/pull/7,22,3
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Sockets/TftpServer/TftpServer.c,21,1
/tianocore/edk2-libc/pulls,20,3
