referrer,views_total,views_unique
Google,107,22
python.org,83,32
chipsec.github.io,71,6
github.com,51,14
Bing,17,7
DuckDuckGo,5,3
blog.csdn.net,3,1
discuss.python.org,3,1
en.wikipedia.org,2,2
link.csdn.net,2,1
