referrer,views_total,views_unique
python.org,146,39
github.com,135,24
Google,108,22
en.wikipedia.org,64,23
discuss.python.org,30,3
chipsec.github.io,25,5
en.m.wikipedia.org,23,10
Bing,21,5
ithelp.ithome.com.tw,18,4
cn.bing.com,16,2
