time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-02 00:00:00+00:00,100,64,120,24
2023-11-03 00:00:00+00:00,67,47,101,20
2023-11-04 00:00:00+00:00,42,35,83,17
2023-11-05 00:00:00+00:00,33,33,83,13
2023-11-06 00:00:00+00:00,83,53,118,18
2023-11-07 00:00:00+00:00,117,77,225,24
2023-11-08 00:00:00+00:00,98,45,105,17
2023-11-09 00:00:00+00:00,116,91,156,22
2023-11-10 00:00:00+00:00,71,50,60,17
2023-11-11 00:00:00+00:00,53,42,116,14
2023-11-12 00:00:00+00:00,48,42,115,9
2023-11-13 00:00:00+00:00,83,40,65,20
2023-11-14 00:00:00+00:00,108,48,106,18
2023-11-15 00:00:00+00:00,85,46,49,19
