url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,143,85
/tianocore/edk2-libc,130,74
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,69,25
/tianocore/edk2-libc/tree/master/AppPkg,38,22
/tianocore/edk2-libc/tree/master/StdLib,35,12
/tianocore/edk2-libc/tree/master,24,16
/tianocore/edk2-libc/tree/master/AppPkg/Applications,23,13
/tianocore/edk2-libc/pulls,23,5
/tianocore/edk2-libc/releases/tag/v3.6.8.1,21,12
/tianocore/edk2-libc/pull/17,17,4
