url_path,views_total,views_unique
/tianocore/edk2-libc,111,66
/tianocore/edk2-libc/pulls,39,31
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,32,25
/tianocore/edk2-libc/tree/master/AppPkg,23,18
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,19,10
/tianocore/edk2-libc/pull/118,18,6
/tianocore/edk2-libc/issues,16,10
/tianocore/edk2-libc/tree/master/AppPkg/Applications,15,12
/tianocore/edk2-libc/tree/master/StdLib,15,11
/tianocore/edk2-libc/tree/master,15,8
